PedidoID,Data,Categoria,Produto,Quantidade,PrecoUnitario,Receita
2043,2025-11-13,Casa e Decoração,Almofada,1,190.65,190.65
2380,2025-11-13,Moda,Tênis,3,64.39,193.17
1271,2025-11-13,Eletrônicos,Fone de Ouvido,3,232.69,698.07
1863,2025-11-13,Beleza,Batom,5,415.37,2076.85
1216,2025-11-14,Casa e Decoração,Luminária,1,453.63,453.63
2053,2025-11-14,Casa e Decoração,Luminária,3,366.08,1098.24
1826,2025-11-14,Beleza,Batom,3,363.64,1090.92
1769,2025-11-14,Eletrônicos,Caixa de Som,2,260.23,520.46
1117,2025-11-15,Beleza,Perfume,4,304.11,1216.44
2198,2025-11-15,Beleza,Perfume,2,280.41,560.82
1264,2025-11-15,Beleza,Perfume,5,465.96,2329.8
1730,2025-11-16,Beleza,Batom,1,218.93,218.93
1291,2025-11-16,Casa e Decoração,Vaso,2,231.09,462.18
2251,2025-11-16,Eletrônicos,Carregador,4,59.6,238.4
2447,2025-11-16,Eletrônicos,Fone de Ouvido,5,388.43,1942.15
1399,2025-11-16,Beleza,Perfume,2,488.04,976.08
1251,2025-11-16,Beleza,Shampoo,4,497.42,1989.68
1899,2025-11-17,Eletrônicos,Fone de Ouvido,1,427.8,427.8
1713,2025-11-17,Beleza,Batom,2,66.55,133.1
1377,2025-11-17,Casa e Decoração,Almofada,5,327.67,1638.35
1129,2025-11-18,Moda,Camiseta,3,428.14,1284.42
1010,2025-11-18,Beleza,Shampoo,5,112.3,561.5
1338,2025-11-18,Eletrônicos,Carregador,2,41.28,82.56
1608,2025-11-18,Moda,Tênis,5,349.55,1747.75
1667,2025-11-19,Eletrônicos,Carregador,1,30.46,30.46
2204,2025-11-19,Esporte,Garrafa Térmica,3,179.52,538.56
1495,2025-11-19,Moda,Camiseta,2,24.39,48.78
1871,2025-11-19,Moda,Tênis,1,118.68,118.68
1993,2025-11-19,Eletrônicos,Caixa de Som,3,144.69,434.07
2331,2025-11-20,Casa e Decoração,Vaso,2,181.23,362.46
1201,2025-11-20,Casa e Decoração,Luminária,1,228.31,228.31
1039,2025-11-20,Eletrônicos,Smartwatch,1,454.6,454.6
2293,2025-11-20,Esporte,Bola,2,37.14,74.28
1900,2025-11-20,Eletrônicos,Caixa de Som,5,122.13,610.65
1588,2025-11-20,Casa e Decoração,Tapete,4,236.96,947.84
1268,2025-11-21,Eletrônicos,Fone de Ouvido,5,123.26,616.3
1520,2025-11-21,Moda,Tênis,3,193.14,579.42
1967,2025-11-21,Moda,Calça Jeans,3,217.96,653.88
1589,2025-11-21,Eletrônicos,Caixa de Som,5,379.91,1899.55
1828,2025-11-21,Casa e Decoração,Vaso,1,41.97,41.97
1948,2025-11-22,Eletrônicos,Fone de Ouvido,2,246.4,492.8
1763,2025-11-23,Esporte,Garrafa Térmica,5,164.09,820.45
1923,2025-11-23,Eletrônicos,Carregador,1,123.96,123.96
2126,2025-11-23,Casa e Decoração,Luminária,2,71.25,142.5
1616,2025-11-23,Beleza,Perfume,5,446.59,2232.95
2174,2025-11-23,Moda,Camiseta,2,351.21,702.42
1001,2025-11-24,Eletrônicos,Fone de Ouvido,3,137.55,412.65
1282,2025-11-24,Esporte,Garrafa Térmica,1,214.42,214.42
1330,2025-11-24,Beleza,Batom,1,73.21,73.21
1016,2025-11-24,Beleza,Creme Facial,3,424.57,1273.71
1438,2025-11-24,Esporte,Luvas,5,177.4,887.0
1865,2025-11-25,Beleza,Creme Facial,1,347.62,347.62
1026,2025-11-25,Casa e Decoração,Almofada,3,228.69,686.07
1380,2025-11-25,Beleza,Shampoo,2,388.14,776.28
1916,2025-11-26,Casa e Decoração,Luminária,2,109.71,219.42
1800,2025-11-26,Moda,Tênis,3,146.78,440.34
2207,2025-11-26,Esporte,Luvas,2,474.78,949.56
1356,2025-11-27,Casa e Decoração,Vaso,4,475.74,1902.96
2481,2025-11-27,Moda,Jaqueta,5,133.34,666.7
1235,2025-11-27,Casa e Decoração,Almofada,4,152.42,609.68
1060,2025-11-27,Casa e Decoração,Tapete,3,465.93,1397.79
2021,2025-11-27,Esporte,Luvas,2,146.23,292.46
1546,2025-11-27,Esporte,Garrafa Térmica,4,70.85,283.4
1217,2025-11-27,Eletrônicos,Carregador,4,36.01,144.04
2352,2025-11-28,Beleza,Perfume,5,360.48,1802.4
1883,2025-11-28,Casa e Decoração,Almofada,5,439.89,2199.45
2289,2025-11-28,Eletrônicos,Carregador,5,429.6,2148.0
1864,2025-11-29,Eletrônicos,Fone de Ouvido,3,233.92,701.76
1807,2025-11-29,Moda,Camiseta,2,354.16,708.32
1996,2025-11-29,Beleza,Creme Facial,3,190.45,571.35
1036,2025-11-29,Casa e Decoração,Tapete,5,236.71,1183.55
2213,2025-11-29,Eletrônicos,Carregador,5,241.27,1206.35
2109,2025-11-29,Esporte,Bola,4,264.1,1056.4
1625,2025-11-29,Eletrônicos,Carregador,4,370.38,1481.52
2354,2025-11-29,Esporte,Bola,2,173.82,347.64
2265,2025-11-30,Casa e Decoração,Vaso,3,148.2,444.6
1065,2025-12-01,Beleza,Perfume,5,163.7,818.5
1939,2025-12-02,Moda,Jaqueta,4,193.89,775.56
2365,2025-12-02,Casa e Decoração,Tapete,5,339.61,1698.05
1733,2025-12-02,Esporte,Luvas,1,102.66,102.66
1101,2025-12-02,Eletrônicos,Fone de Ouvido,4,125.04,500.16
1289,2025-12-02,Eletrônicos,Smartwatch,4,242.7,970.8
1303,2025-12-03,Beleza,Creme Facial,3,59.12,177.36
1836,2025-12-03,Beleza,Shampoo,5,443.07,2215.35
1628,2025-12-03,Moda,Camiseta,1,359.79,359.79
2274,2025-12-03,Beleza,Creme Facial,1,353.91,353.91
1545,2025-12-03,Casa e Decoração,Luminária,5,41.26,206.3
1953,2025-12-03,Beleza,Shampoo,2,36.13,72.26
1893,2025-12-04,Casa e Decoração,Luminária,5,292.09,1460.45
1613,2025-12-04,Casa e Decoração,Luminária,5,311.32,1556.6
2319,2025-12-04,Moda,Jaqueta,1,112.99,112.99
1247,2025-12-04,Beleza,Shampoo,4,328.8,1315.2
1541,2025-12-04,Moda,Tênis,4,55.5,222.0
2419,2025-12-04,Beleza,Perfume,4,77.08,308.32
1043,2025-12-04,Esporte,Garrafa Térmica,4,217.33,869.32
2108,2025-12-04,Casa e Decoração,Almofada,1,160.4,160.4
1213,2025-12-04,Esporte,Garrafa Térmica,1,291.65,291.65
2054,2025-12-04,Beleza,Batom,2,271.55,543.1
1131,2025-12-05,Casa e Decoração,Almofada,5,330.82,1654.1
1792,2025-12-05,Eletrônicos,Carregador,5,310.7,1553.5
1716,2025-12-05,Casa e Decoração,Almofada,5,206.01,1030.05
1789,2025-12-05,Eletrônicos,Fone de Ouvido,1,351.08,351.08
2460,2025-12-05,Moda,Calça Jeans,2,331.08,662.16
1304,2025-12-06,Moda,Jaqueta,3,484.49,1453.47
2498,2025-12-06,Eletrônicos,Smartwatch,3,285.31,855.93
1066,2025-12-06,Eletrônicos,Smartwatch,3,75.41,226.23
1118,2025-12-06,Eletrônicos,Fone de Ouvido,4,85.14,340.56
1089,2025-12-07,Casa e Decoração,Vaso,1,365.48,365.48
1260,2025-12-07,Esporte,Tênis de Corrida,3,308.2,924.6
1599,2025-12-07,Moda,Camiseta,4,320.29,1281.16
2442,2025-12-08,Beleza,Batom,4,265.48,1061.92
2160,2025-12-08,Beleza,Shampoo,3,461.78,1385.34
2298,2025-12-08,Beleza,Batom,5,91.5,457.5
1497,2025-12-08,Beleza,Batom,4,27.55,110.2
2467,2025-12-08,Casa e Decoração,Luminária,5,163.77,818.85
1208,2025-12-08,Eletrônicos,Caixa de Som,3,345.25,1035.75
1720,2025-12-08,Eletrônicos,Fone de Ouvido,3,407.93,1223.79
1125,2025-12-09,Eletrônicos,Smartwatch,4,355.74,1422.96
1494,2025-12-09,Eletrônicos,Fone de Ouvido,4,86.0,344.0
2233,2025-12-10,Moda,Calça Jeans,1,54.44,54.44
1888,2025-12-10,Beleza,Perfume,5,241.41,1207.05
1891,2025-12-10,Moda,Camiseta,3,317.37,952.11
1307,2025-12-10,Beleza,Perfume,4,264.07,1056.28
1997,2025-12-11,Beleza,Batom,4,447.02,1788.08
1225,2025-12-11,Casa e Decoração,Tapete,3,72.01,216.03
2358,2025-12-11,Eletrônicos,Smartwatch,4,61.91,247.64
1479,2025-12-11,Beleza,Perfume,1,110.32,110.32
1171,2025-12-12,Beleza,Perfume,3,296.6,889.8
1095,2025-12-12,Moda,Tênis,2,336.25,672.5
2350,2025-12-12,Casa e Decoração,Almofada,1,203.82,203.82
2466,2025-12-12,Moda,Jaqueta,4,261.33,1045.32
1199,2025-12-12,Beleza,Batom,3,320.86,962.58
2326,2025-12-13,Casa e Decoração,Luminária,1,176.54,176.54
1555,2025-12-13,Moda,Calça Jeans,5,103.74,518.7
1779,2025-12-13,Eletrônicos,Smartwatch,2,352.89,705.78
2437,2025-12-13,Eletrônicos,Fone de Ouvido,2,209.51,419.02
1420,2025-12-13,Beleza,Batom,4,412.82,1651.28
1750,2025-12-13,Moda,Jaqueta,4,266.37,1065.48
1355,2025-12-14,Esporte,Tênis de Corrida,2,52.27,104.54
1116,2025-12-14,Esporte,Bola,4,461.38,1845.52
1354,2025-12-14,Moda,Camiseta,2,427.36,854.72
1302,2025-12-14,Esporte,Garrafa Térmica,3,367.39,1102.17
1274,2025-12-14,Beleza,Batom,5,340.22,1701.1
2305,2025-12-14,Esporte,Garrafa Térmica,1,488.41,488.41
2118,2025-12-14,Beleza,Creme Facial,4,135.37,541.48
2225,2025-12-14,Casa e Decoração,Tapete,3,495.34,1486.02
1585,2025-12-14,Eletrônicos,Smartwatch,4,461.01,1844.04
2181,2025-12-14,Casa e Decoração,Almofada,2,297.15,594.3
1942,2025-12-15,Esporte,Bola,4,285.01,1140.04
1770,2025-12-15,Esporte,Garrafa Térmica,4,45.95,183.8
1372,2025-12-15,Beleza,Shampoo,2,441.42,882.84
2362,2025-12-16,Beleza,Creme Facial,4,186.42,745.68
1751,2025-12-16,Eletrônicos,Caixa de Som,2,330.74,661.48
1671,2025-12-16,Esporte,Bola,3,123.06,369.18
2496,2025-12-16,Moda,Jaqueta,2,194.24,388.48
1850,2025-12-17,Casa e Decoração,Almofada,1,376.96,376.96
1527,2025-12-17,Esporte,Bola,2,149.08,298.16
2121,2025-12-17,Moda,Calça Jeans,3,350.5,1051.5
2407,2025-12-17,Casa e Decoração,Vaso,3,66.0,198.0
1383,2025-12-17,Esporte,Garrafa Térmica,4,55.03,220.12
1214,2025-12-18,Eletrônicos,Caixa de Som,3,392.36,1177.08
1660,2025-12-18,Casa e Decoração,Almofada,2,421.24,842.48
2018,2025-12-19,Esporte,Luvas,3,24.38,73.14
1408,2025-12-19,Eletrônicos,Caixa de Som,3,484.19,1452.57
2287,2025-12-19,Esporte,Tênis de Corrida,5,276.95,1384.75
1814,2025-12-19,Beleza,Perfume,4,337.62,1350.48
1168,2025-12-19,Casa e Decoração,Tapete,3,260.23,780.69
1981,2025-12-19,Eletrônicos,Fone de Ouvido,2,202.13,404.26
2082,2025-12-20,Beleza,Perfume,5,328.28,1641.4
1847,2025-12-20,Casa e Decoração,Luminária,5,35.51,177.55
1148,2025-12-20,Moda,Calça Jeans,2,374.53,749.06
1073,2025-12-20,Moda,Camiseta,3,299.6,898.8
1035,2025-12-20,Moda,Jaqueta,4,497.67,1990.68
2268,2025-12-20,Moda,Jaqueta,5,25.08,125.4
2077,2025-12-20,Casa e Decoração,Luminária,1,38.11,38.11
2242,2025-12-20,Eletrônicos,Smartwatch,5,492.12,2460.6
1508,2025-12-21,Beleza,Batom,3,42.35,127.05
1543,2025-12-21,Esporte,Tênis de Corrida,3,356.78,1070.34
1313,2025-12-21,Beleza,Creme Facial,4,40.97,163.88
2147,2025-12-21,Moda,Camiseta,1,74.8,74.8
1590,2025-12-22,Casa e Decoração,Tapete,4,177.1,708.4
1842,2025-12-22,Casa e Decoração,Almofada,3,289.89,869.67
1265,2025-12-22,Casa e Decoração,Almofada,2,151.17,302.34
1534,2025-12-22,Moda,Tênis,3,105.27,315.81
1110,2025-12-22,Moda,Calça Jeans,1,219.14,219.14
1569,2025-12-22,Moda,Calça Jeans,4,158.64,634.56
1647,2025-12-22,Eletrônicos,Carregador,1,384.29,384.29
2216,2025-12-22,Beleza,Batom,4,292.26,1169.04
2438,2025-12-22,Beleza,Perfume,2,51.06,102.12
2144,2025-12-23,Beleza,Creme Facial,4,218.51,874.04
1102,2025-12-23,Beleza,Batom,1,287.55,287.55
1100,2025-12-23,Esporte,Luvas,4,137.11,548.44
2048,2025-12-23,Esporte,Bola,5,109.58,547.9
1091,2025-12-23,Casa e Decoração,Luminária,2,221.81,443.62
1935,2025-12-23,Beleza,Perfume,4,84.26,337.04
1231,2025-12-23,Beleza,Batom,5,376.29,1881.45
2236,2025-12-23,Beleza,Batom,5,106.3,531.5
1181,2025-12-24,Esporte,Tênis de Corrida,1,487.11,487.11
1305,2025-12-24,Esporte,Bola,5,360.24,1801.2
1500,2025-12-24,Esporte,Bola,1,460.66,460.66
2495,2025-12-25,Eletrônicos,Carregador,5,223.42,1117.1
2209,2025-12-25,Casa e Decoração,Vaso,4,254.0,1016.0
2005,2025-12-25,Eletrônicos,Smartwatch,2,210.58,421.16
1600,2025-12-25,Moda,Tênis,1,357.78,357.78
1456,2025-12-25,Eletrônicos,Fone de Ouvido,1,493.35,493.35
2301,2025-12-26,Moda,Camiseta,2,323.68,647.36
1872,2025-12-26,Esporte,Tênis de Corrida,2,31.4,62.8
1079,2025-12-26,Eletrônicos,Caixa de Som,1,432.12,432.12
2229,2025-12-26,Beleza,Batom,3,361.65,1084.95
1629,2025-12-26,Eletrônicos,Smartwatch,4,477.45,1909.8
1689,2025-12-27,Moda,Camiseta,5,433.12,2165.6
1958,2025-12-27,Eletrônicos,Fone de Ouvido,5,156.56,782.8
1852,2025-12-27,Casa e Decoração,Luminária,2,161.21,322.42
2241,2025-12-27,Casa e Decoração,Almofada,5,251.14,1255.7
1164,2025-12-28,Casa e Decoração,Tapete,1,349.94,349.94
1945,2025-12-28,Esporte,Bola,1,378.95,378.95
1475,2025-12-29,Moda,Tênis,1,289.95,289.95
2273,2025-12-29,Eletrônicos,Fone de Ouvido,5,82.36,411.8
1151,2025-12-29,Beleza,Creme Facial,3,41.85,125.55
2110,2025-12-30,Eletrônicos,Carregador,4,436.05,1744.2
1554,2025-12-30,Eletrônicos,Fone de Ouvido,3,331.03,993.09
2146,2025-12-31,Moda,Tênis,1,140.04,140.04
1840,2025-12-31,Beleza,Creme Facial,2,120.66,241.32
1511,2025-12-31,Esporte,Tênis de Corrida,3,97.98,293.94
1366,2025-12-31,Moda,Jaqueta,5,127.64,638.2
